id,title,latitude_and_longitude,ratings,review,type,types,type_id,address,operating_hours,phone,website,service_options,popular_for,highlights,offerings,dining_options,amenities,atmosphere,crowd,payments,parking,pets,reserve_a_table,order_online,createdAt,updatedAt
"123","Think Coffee","40.738425,-73.9958111","4","458","Coffee shop","Coffee shop; Cafe; Dessert shop; Sandwich shop","coffee_shop","568 6th Ave, New York, NY 10011","Closed ⋅ Opens 8 AM Sat","","http://www.thinkcoffee.com/","Takeout; Dine-in","Breakfast; Lunch; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Prepared foods; Quick bite; Vegetarian options","Breakfast; Lunch; Dessert; Seating","Restroom; Wi-Fi","Casual; Cozy; Trendy","College students; Family-friendly; LGBTQ+ friendly; Tourists; Transgender safespace","Credit cards; Debit cards; NFC mobile payments","","","","https://www.google.com/viewer/chooseprovider?mid=/g/1q69ngfqz&g2lbs=AO8LyOI0U5Ll1ghMqiZNucDx5Q54lkmL93NW8wYP4qEbNg5g-6wxCRnhwPm6JQ1IdpF0LPDGSFnmWLUq0yC1r7Uj8_lK_nGImw%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=ta","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"124","Joe Coffee Company","40.746821,-74.0014743","4.3","284","Coffee shop","Coffee shop","coffee_shop","405 W 23rd St, New York, NY 10011","Closed ⋅ Opens 7 AM","(212) 206-0669","https://joecoffeecompany.com/","Outdoor seating; Delivery; Onsite services; Takeout; Dine-in","Breakfast; Solo dining; Good for working on laptop","Fast service; Great coffee; Great tea selection","Alcohol; Coffee; Quick bite","Breakfast; Brunch; Catering; Dessert","Bar onsite; Wi-Fi","Casual; Cozy; Trendy","Family-friendly; LGBTQ+ friendly; Tourists; Transgender safespace","Credit cards; Debit cards; NFC mobile payments","Paid street parking","","","https://www.google.com/viewer/chooseprovider?mid=/g/1tdblxvt&g2lbs=AO8LyOJRrcMcdjkQ9aSe0H0lkh0laHMsqdUIDOzfVCbj0t9ZXDl3bsoYhoiiDSqZNsGmcTpVZgHOPQwclBAO5LGmnzmhr8eXTw%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tac","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"125","Madman Espresso","40.7521333,-73.991525","4.4","438","Coffee shop","Coffee shop","coffee_shop","234 W 35th St, New York, NY 10123","Closed ⋅ Opens 7:30 AM","","http://www.madmanespresso.com/","Delivery; Onsite services; Takeout; Dine-in","Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Comfort food; Quick bite; Small plates; Vegetarian options","Breakfast; Brunch; Catering; Dessert; Seating","Wi-Fi","Casual; Cozy; Trendy","Locals; Tourists","Credit cards; Debit cards; NFC mobile payments","","","Appointment required","https://www.google.com/viewer/chooseprovider?mid=/g/11bbxnmxz6&g2lbs=AO8LyOLWc9ZSqUvEtNBtOCqXTo7E59GwlW0PXhtYXqmIQsjcI9HJ-rDi8W3O91Ou9dcOFx01x9g0gKTBq0yY-wZrkx1_U_CNug%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"126","Gregorys Coffee","40.753614999999996,-73.9920415","4.1","764","Coffee shop","Coffee shop","coffee_shop","520 8th Ave, New York, NY 10018","Closed ⋅ Opens 7 AM","(877) 208-1928","https://gregoryscoffee.com/","Delivery; Onsite services; Takeout","Breakfast; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Healthy options; Quick bite; Vegan options","Breakfast; Brunch; Lunch; Catering; Seating","Wi-Fi","Casual; Cozy; Trendy","College students; Tourists","Credit cards","","","","https://www.google.com/viewer/chooseprovider?mid=/g/11c3zpd6cm&g2lbs=AO8LyOKDKgisVRkrdS7sZb7fyG-qn5OMjI9kEAeJ-1j-3iRZjJjH_gb-I6oyZU5foQAcZc2WiS2jDbi4r_YG1fDmYJtLnRlQ4Q%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"127","Gregorys Coffee","40.726933599999995,-74.0356625","4.2","602","Coffee shop","Coffee shop","coffee_shop","525 Washington Blvd, Jersey City, NJ 07310","Closed ⋅ Opens 7 AM","(877) 212-1056","https://gregoryscoffee.com/","Delivery; Onsite services; Takeout","Breakfast; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Quick bite; Vegan options","Breakfast; Brunch; Lunch; Catering; Seating","Wi-Fi","Casual; Cozy; Trendy","College students; Groups; Tourists","Credit cards","Usually difficult to find a space","","","https://www.google.com/viewer/chooseprovider?mid=/g/11dxh7zdpp&g2lbs=AO8LyOKPaOohd2WVbjfKdXRUHfl7w-p5FhwKlZSXeLY2DjNHwQRVmAw7sJ5_zbfFivJzNF_1m4sscGlfW0NLjURQtO_DeXPoCg%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"128","Blank Street Coffee","40.732459,-74.0039195","4.5","140","Coffee shop","Coffee shop; Cafe; Pastry shop","coffee_shop","300 Bleecker St, New York, NY 10014","Closed ⋅ Opens 7 AM","","http://blankstreet.com/","Outdoor seating; Delivery; Takeout; Dine-in","Breakfast","Great coffee; Great tea selection","Coffee; Comfort food; Prepared foods; Quick bite; Vegetarian options","Breakfast; Dessert; Seating","","Casual; Cozy; Trendy","Family-friendly; LGBTQ+ friendly; Tourists; Transgender safespace","Credit cards; Debit cards; NFC mobile payments","","","","https://www.google.com/viewer/chooseprovider?mid=/g/11rjz1j633&g2lbs=AO8LyOLXX06rVsBMd1qvbZU7uqxhJGoNvpdYLbKBBBACxgLfnW7dSsMzlvwIzI7Pv0kMfoIIUbp1Qu7VWI60mF5ac0pmSDE4pA%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"129","Gregorys Coffee","40.7612507,-73.9833608","4.1","804","Coffee shop","Coffee shop","coffee_shop","762 7th Ave, New York, NY 10019","Closed ⋅ Opens 7 AM","(877) 211-0964","https://gregoryscoffee.com/","Delivery; Takeout","Breakfast; Solo dining; Good for working on laptop","Fast service; Great coffee; Great tea selection","Coffee; Quick bite; Vegan options","Breakfast; Brunch; Lunch; Catering; Seating","Wi-Fi","Casual; Cozy; Trendy","College students; Locals; Tourists","Credit cards","Paid street parking; Usually difficult to find a space","","","https://www.google.com/viewer/chooseprovider?mid=/g/11csqb6gbs&g2lbs=AO8LyOIQBXxH24nrCoHkOAVNZsjFUPPb5g9s6FWldri3gF-FQCwwahn2JTUbgHlTUmL9DQMWFH74RdKZ9vYzOBxNWv30-_GoSQ%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"130","Gregorys Coffee","40.7558258,-73.9826362","4.2","931","Coffee shop","Coffee shop","coffee_shop","58 W 44th St, New York, NY 10036","Closed ⋅ Opens 7 AM","(877) 220-3219","https://gregoryscoffee.com/","Delivery; Onsite services; Takeout","Breakfast; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Quick bite; Vegan options","Breakfast; Brunch; Lunch; Catering; Seating","Wi-Fi","Casual; Cozy; Trendy","Locals; Tourists","Credit cards","Paid street parking; Usually difficult to find a space","","","https://www.google.com/viewer/chooseprovider?mid=/g/1tj3l_gt&g2lbs=AO8LyOIGo6KqlHuCSVx2hLaNswkQuk_nceFxxu6etbBqdmGrkgZVJugeSReus8iJezYpi5khVPmTpo-BVZTsfAeA0KKs1gJYGQ%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tac","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"131","Think Coffee","40.721250999999995,-74.0005233","3.6","319","Coffee shop","Coffee shop; Coffee roasters","coffee_shop","471 Broadway, New York, NY 10013","Closed ⋅ Opens 8 AM","","http://www.thinkcoffee.com/","Outdoor seating; Takeout; Dine-in","Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Comfort food; Prepared foods; Quick bite; Small plates; Vegetarian options","Breakfast; Lunch; Dessert; Seating","Gender-neutral restroom; Restroom; Wi-Fi; Free Wi-Fi","Casual; Cozy; Trendy","Family-friendly; LGBTQ+ friendly; Tourists; Transgender safespace","Credit cards; Debit cards; NFC mobile payments","","","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"132","Le Cafe Coffee","40.753066499999996,-73.98883889999999","4.3","105","Coffee shop","Coffee shop","coffee_shop","501 Fashion Ave, New York, NY 10018","Closed ⋅ Opens 6:30 AM","(917) 262-0709","http://www.lecafecoffee.com/","Curbside pickup; Takeout; Dine-in","Solo dining","Great coffee; Great tea selection","Coffee; Quick bite","Breakfast; Lunch; Dessert","","Casual; Cozy; Trendy","","Credit cards; NFC mobile payments","","","","https://www.google.com/viewer/chooseprovider?mid=/g/11sj2dtkh8&g2lbs=AO8LyOL5224Ne-pyNm65jSQAaYLjUGZ_EufCPRSacZqOJyz3eb8DjD_UICW7z8fp6Z88LDxj4In_04b5clm6HUuBgoGAEXKRCg%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"133","Le Cafe Coffee","40.7339026,-73.9895329","4.4","153","Coffee shop","Coffee shop","coffee_shop","145 4th Ave, New York, NY 10003","Closed ⋅ Opens 7 AM","(212) 388-9111","http://lecafecoffee.com/","No-contact delivery; Delivery; Onsite services; Takeout; Dine-in","Breakfast; Solo dining","Great coffee; Great tea selection","Coffee; Comfort food; Quick bite","Breakfast; Brunch; Lunch; Catering; Dessert; Seating","Wi-Fi; Free Wi-Fi","Casual; Cozy; Trendy","College students; Family-friendly","Credit cards; Debit cards; NFC mobile payments","","","","https://www.google.com/viewer/chooseprovider?mid=/g/11bwf92458&g2lbs=AO8LyOL5Zb31r1dR4xeuCjIf5hzweW3CykvmCBf0zVW00kubSriZIV1nYdLz_TObNeW4aEcHuXSFtVMa4oFU2NAd-tiK9m-mwA%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"134","Froth New York - Coffee and Wine Bar","40.7203405,-73.988765","4.2","167","Coffee shop","Coffee shop; Beer store; Book store; Wine bar","coffee_shop","90 Rivington St, New York, NY 10002","Closed ⋅ Opens 8 AM","","","Outdoor seating; Delivery; Takeout; Dine-in","Breakfast; Solo dining","Fast service; Great coffee; Great tea selection","Alcohol; Coffee; Quick bite; Wine","Breakfast; Brunch; Dessert; Seating","Bar onsite; Gender-neutral restroom; Restroom; Wi-Fi; Free Wi-Fi","Casual; Cozy; Trendy","Family-friendly; LGBTQ+ friendly; Locals","Credit cards; Debit cards; NFC mobile payments","Paid street parking","Dogs allowed; Dogs allowed outside","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"135","Joe Coffee Company","40.7351714,-73.9932621","4.2","247","Coffee shop","Coffee shop","coffee_shop","9 E 13th St, New York, NY 10003","Closed ⋅ Opens 7 AM","(212) 924-3300","https://joecoffeecompany.com/","Delivery; Takeout; Dine-in","Breakfast; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Quick bite","Breakfast; Dessert","Restroom; Wi-Fi","Casual; Cozy; Trendy","College students; Family-friendly; LGBTQ+ friendly; Tourists; Transgender safespace","Credit cards; Debit cards; NFC mobile payments","","","","https://www.google.com/viewer/chooseprovider?mid=/g/1v2pr3p4&g2lbs=AO8LyOLXpjX0wNbGoQFBVj-PhsMBtYUDjV5Ejaqz_n0s6RRd6gOLSDW-pylCGrQHy_NpmwDgWECHKa6EzV6ixM5ZkSroEBXtDw%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tac","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"136","Blank Street Coffee","40.7275895,-73.9827045","4.2","88","Coffee shop","Coffee shop; Cafe; Pastry shop","coffee_shop","149 Avenue A, New York, NY 10009","Closed ⋅ Opens 7 AM","","http://blankstreet.com/","Outdoor seating; Delivery; Takeout; Dine-in","Breakfast; Solo dining","Great coffee; Great tea selection","Coffee; Comfort food; Prepared foods; Quick bite; Vegetarian options","Breakfast; Dessert; Seating","","Casual; Cozy; Trendy","Family-friendly; LGBTQ+ friendly; Tourists; Transgender safespace","Credit cards; Debit cards; NFC mobile payments","Paid street parking","","","https://www.google.com/viewer/chooseprovider?mid=/g/11pd79k4q3&g2lbs=AO8LyOJnqd8NSuGdcvKZ_rCbt7ewa7Qn-0DTu1U4Qt6bbpus9saaFnHAa0HkQqJBYIP4SfDn4spVTo2Kv8NQIHRk92oiC5Sdeg%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"137","COFFEED","40.747734799999996,-73.9861939","4.1","30","Coffee shop","Coffee shop; Coffee store","coffee_shop","11 W 32nd St, New York, NY 10001","Closed ⋅ Opens 8 AM","(347) 706-4697","","Takeout; Dine-in","Solo dining","Great coffee; Great dessert; Great tea selection","Coffee; Quick bite","Dessert","Restroom","Casual; Cozy; Trendy","Locals; Tourists","Credit cards; NFC mobile payments","","","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"138","La Colombe Coffee Workshop","40.719882899999995,-74.0038136","4.4","592","Coffee shop","Coffee shop; Cafe","coffee_shop","319 Church St, New York, NY 10013","Closed ⋅ Opens 7:30 AM","(212) 343-1515","https://www.lacolombe.com/pages/cafes/tribeca?utm_source=google&utm_medium=organic&utm_campaign=gbp","Onsite services; Takeout; Dine-in","Breakfast; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Quick bite","Breakfast; Dessert","Wi-Fi","Casual; Cozy; Trendy","Tourists","Credit cards; NFC mobile payments","","","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"139","Gregorys Coffee","40.745008999999996,-73.9915697","4","334","Coffee shop","Coffee shop","coffee_shop","775 6th Ave, New York, NY 10001","Closed ⋅ Opens 8 AM","(877) 216-1724","https://gregoryscoffee.com/","Delivery; Onsite services; Takeout","Breakfast; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Quick bite; Vegan options","Breakfast; Brunch; Lunch; Catering; Seating","Wi-Fi","Casual; Cozy; Trendy","Tourists","Credit cards","","","","https://www.google.com/viewer/chooseprovider?mid=/g/11j4njk214&g2lbs=AO8LyOJ8dzdSOcn0CUKI6SS0H2SBgZyQ__LKLznlsLLVXuD5YCZs0ia7R2hwO00JB_K43HAMsSKE0I4kMyHP2y27ZKaggj0-bQ%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"140","Birch Coffee","40.7638094,-73.9666075","4.6","680","Coffee shop","Coffee shop","coffee_shop","134 1/2 E 62nd St, New York, NY 10065","Closed ⋅ Opens 7:30 AM","(212) 686-1444","https://shop.birchcoffee.com/pages/visit","Outdoor seating; Onsite services; Takeout","Solo dining","Fireplace; Great coffee; Great tea selection; Live performances","Coffee; Prepared foods; Quick bite; Wine","Breakfast; Lunch; Dessert; Seating","","Casual; Cozy; Trendy","College students; Locals; Tourists","Credit cards; Debit cards; NFC mobile payments","","","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"141","Cafe Grumpy - Manhattan West","40.7526155,-73.9996513","4.1","25","Coffee shop","Coffee shop","coffee_shop","inside Whole Foods Market, 450 W 33rd St, New York, NY 10001","Closed ⋅ Opens 7:30 AM","(917) 710-2698","https://cafegrumpy.com/manhattan-west/","Takeout; Dine-in","Breakfast; Solo dining","Great coffee; Great tea selection; Rooftop seating","Coffee; Quick bite","Breakfast; Dessert","Restroom","Casual; Cozy; Trendy","Locals","Credit cards; Debit cards; NFC mobile payments","","","","https://www.google.com/viewer/chooseprovider?mid=/g/11jrdgt59j&g2lbs=AO8LyOIbnceUA0rsVKrd0nh56oBLxTWfI8wj3WklIIkVTIpArYX4Z9IF5CsyHicSZQ9UReXq6CcPnWtFhO4AOBd9_l4rP2DmOg%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"142","Verve Coffee","40.7618633,-73.9682894","3.8","37","Coffee shop","Coffee shop","coffee_shop","731 Lexington Ave, New York, NY 10022","Closed ⋅ Opens 7:30 AM","","","Dine-in","Solo dining","Great coffee; Great tea selection","Coffee; Quick bite","Dessert","Restroom","Cozy; Trendy","","Credit cards; NFC mobile payments","","","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"143","Ademi Coffee and Tea","40.7223233,-74.0011893","3.8","111","Coffee shop","Coffee shop; Cake shop; Pastry shop; Sandwich shop","coffee_shop","465 Broome St, New York, NY 10013","Closed ⋅ Opens 8 AM","(646) 590-0212","","Outdoor seating; Delivery; Takeout; Dine-in","Breakfast; Solo dining","Great coffee; Great dessert; Great tea selection","Coffee; Comfort food; Organic dishes; Quick bite; Vegan options; Vegetarian options","Breakfast; Dessert; Seating","Wi-Fi","Casual; Cozy; Quiet; Trendy","College students; Family-friendly; LGBTQ+ friendly; Tourists; Transgender safespace","Credit cards; Debit cards; NFC mobile payments","","Dogs allowed outside","","https://www.google.com/viewer/chooseprovider?mid=/g/11ny3840f8&g2lbs=AO8LyOKZwjs8BHbmOOQrMg4kI2ca9xMLGjKHgae89ClmjOLrw5Ac0ajsW7WaPYKtypobkmnC8ymAoj37MZ3IJZjEfHkt2oozYQ%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"144","Ralph's Coffee","40.7589962,-73.9772973","3.9","194","Coffee shop","Coffee shop","coffee_shop","630 5th Ave, New York, NY 10111","Closed ⋅ Opens 8 AM","","","Outdoor seating; Takeout; Dine-in","Solo dining","Great coffee; Great tea selection","Coffee; Quick bite","Dessert","","Casual; Cozy; Trendy","Locals; Tourists","Credit cards; Debit cards; NFC mobile payments","Usually difficult to find a space","","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"145","Cafe Manhattan","40.756250699999995,-73.98094979999999","4.1","358","Cafe","Cafe; Breakfast restaurant; Deli","cafe","35 W 45th St # A, New York, NY 10036","Closed ⋅ Opens 6 AM","(212) 921-1515","https://cafemanhattan.com/","Delivery; Takeout; Dine-in","Breakfast; Lunch; Solo dining; Good for working on laptop","Fast service; Great coffee","Alcohol; Beer; Coffee; Comfort food; Healthy options; Quick bite; Small plates; Vegetarian options","Breakfast; Brunch; Lunch; Dinner; Dessert; Seating","Restroom","Casual; Cozy","Groups; Tourists","Credit cards; Debit cards; NFC mobile payments","Paid street parking","","Accepts reservations","https://www.google.com/viewer/chooseprovider?mid=/g/1tjypmvf&g2lbs=AO8LyOL2dDqRC88DSIjF9uRE0CzaygfhrR9DonCXTRajSjzzJK9kLM61ur6AVAt8IIwNUNuhei0wd_7TLP5ZxLnOhrsW_22O0A%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tac","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"146","Almost Home Coffee","40.7327374,-74.0463548","4.2","23","Coffee shop","Coffee shop","coffee_shop","315 15th St, Jersey City, NJ 07310","Closed ⋅ Opens 7 AM","","https://almosthomegeneral.com/","Delivery; Onsite services; Takeout; Dine-in","Breakfast","Great coffee; Great tea selection","Coffee; Quick bite","Breakfast; Dessert","Restroom; Wi-Fi; Free Wi-Fi","Casual","","Credit cards","","Dogs allowed; Dogs allowed inside","","https://www.google.com/viewer/chooseprovider?mid=/g/11vct3zv3m&g2lbs=AO8LyOKRgf3GCK6ov7Vr5BQtoDLbt7_mJFndfqkt1GzlnDYXLvSCXOK9VEUeMEcValPWbak8GG9mdrY0L5S9CSw_jTM6RPVfgw%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"147","Jordy Palu Cafe","40.7615354,-73.9760076","5","1","Coffee shop","Coffee shop","coffee_shop","5 W 54th St, New York, NY 10019","","(646) 819-0306","https://jordypalu.wixsite.com/jordy-palu-cafe","Takeout; Dine-in","Breakfast","Great coffee; Great tea selection","Coffee","Breakfast","","Casual","Locals","","","","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"148","Think Coffee","40.744672,-73.987594","3.8","124","Coffee shop","Coffee shop; Bakery; Cafe; Dessert shop; Sandwich shop","coffee_shop","246 5th Ave, New York, NY 10001","Closed ⋅ Opens 8 AM","","https://thinkcoffee.com/","Takeout; Dine-in","Breakfast; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Prepared foods; Quick bite; Small plates; Vegan options; Vegetarian options","Breakfast; Brunch; Lunch; Dinner; Dessert; Seating","Gender-neutral restroom; Restroom","Casual; Cozy; Trendy","Family-friendly; LGBTQ+ friendly; Locals; Tourists; Transgender safespace","Credit cards; NFC mobile payments","","","","https://www.google.com/viewer/chooseprovider?mid=/g/11t9_tjh61&g2lbs=AO8LyOJVH2SmybZFkXslqah-VuDoRBswUGxwDnN8-5UDT461bXymMxBtQnEM6aKr513hQWheuL2DQc8iGtt2EcRTrQUfIhM6OQ%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"149","a.café","40.7643188,-73.9756526","4","113","Coffee shop","Coffee shop; Cafe","coffee_shop","42 W 58th St, New York, NY 10019","Closed ⋅ Opens 7 AM","(646) 744-3104","http://www.stayaka.com/aka-central-park/amenities","No-contact delivery; Delivery; Takeout; Dine-in","Breakfast; Lunch; Solo dining","Great coffee; Great tea selection","Coffee; Comfort food; Healthy options; Quick bite","Breakfast; Brunch; Lunch; Dessert; Table service","Restroom","Casual; Cozy; Trendy","Locals; Tourists","Credit cards","","","Accepts reservations","https://www.google.com/viewer/chooseprovider?mid=/g/11ckkxr8x8&g2lbs=AO8LyOJDsNqn62JoemI5lkI0WTKF4uDt38-ggFn4nyRo1qGUk0ahV1Qi4w_SOaPsn07osCSEqpja417nOpXUeW46FObs2tvXn9o3NRUOmGMGw1lNoTs8pqo%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"150","Gregorys Coffee","40.7609895,-73.973019","4","301","Coffee shop","Coffee shop","coffee_shop","551 Madison Ave, New York, NY 10022","Closed ⋅ Opens 8 AM Sat","(877) 231-3189","https://gregoryscoffee.com/","Delivery; Takeout; Dine-in","Breakfast; Solo dining; Good for working on laptop","Fireplace; Great coffee; Great tea selection","Coffee; Prepared foods; Quick bite; Vegan options","Breakfast; Brunch; Lunch; Dinner; Dessert; Seating","Wi-Fi","Casual; Trendy","Family-friendly; LGBTQ+ friendly","Credit cards; Debit cards; NFC mobile payments","","Dogs allowed","","https://www.google.com/viewer/chooseprovider?mid=/g/11b5pjwj72&g2lbs=AO8LyOLZLkzaEldjaXjOpvPGD74Ig3AoQj5ZMne2WNzDGpKeOqAG93ZNThk6FA-ETkW6oZYsUm158M6o1FKYiTMuiI4i4Oa4pjSTcIKvv1_UKrzgwfSy7gQ%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"151","Gregorys Coffee","40.7464892,-73.982579","4.2","468","Coffee shop","Coffee shop","coffee_shop","48 E 33rd St, New York, NY 10016","Closed ⋅ Opens 8 AM Sat","(877) 347-4673","https://gregoryscoffee.com/","Delivery; Onsite services; Takeout","Breakfast; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Quick bite; Vegan options","Breakfast; Brunch; Lunch; Catering; Seating","Wi-Fi","Casual; Cozy; Trendy","College students; Tourists","Credit cards","","","","https://www.google.com/viewer/chooseprovider?mid=/g/1q67d7t8j&g2lbs=AO8LyOJjQsP8hOIxrRECgSe5OQPEnMDqhpBuYmiJZzHC0u7Zc9aFjS5BqQFsZQhcNOE9EGfFMVRbbyUPMH75Mzqz4VRo5fwSeu7jDB1piAoCHDHfxI7uzcc%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
